id_log,id_produk,id_seller,tanggal,jenis_perubahan,jumlah,stok_sebelum,stok_sesudah,alasan
L001228,P026,U006,2026-07-12,Restock,24,2370,2394,Pembelian supplier
L005288,P026,U006,2026-07-12,Restock,12,3440,3452,Pembelian supplier
L001598,P028,U006,2026-07-12,Restock,48,2293,2341,Pembelian supplier
L005618,P019,U004,2026-07-12,Barang Rusak,35,6118,6083,Kerusakan barang
L005331,P005,U001,2026-07-12,Penjualan,80,3620,3540,Produk terjual
L005146,P009,U002,2026-07-12,Restock,1,4102,4103,Pembelian supplier
L001864,P007,U002,2026-07-12,Restock,55,3284,3339,Pembelian supplier
L002508,P018,U004,2026-07-12,Restock,31,2755,2786,Pembelian supplier
L002295,P022,U005,2026-07-12,Restock,16,2769,2785,Pembelian supplier
L004485,P022,U005,2026-07-12,Retur Supplier,77,3668,3745,Pengembalian supplier
L001773,P015,U003,2026-07-12,Penjualan,19,1504,1485,Produk terjual
L003590,P020,U004,2026-07-13,Penjualan,6,1705,1699,Produk terjual
L000664,P027,U006,2026-07-13,Penjualan,18,1655,1637,Produk terjual
L005258,P023,U005,2026-07-13,Kadaluarsa,29,3410,3381,Melewati masa jual
L000961,P015,U003,2026-07-13,Barang Rusak,28,1614,1586,Kerusakan barang
L002131,P017,U004,2026-07-13,Restock,62,2371,2433,Pembelian supplier
L005934,P028,U006,2026-07-13,Restock,70,3978,4048,Pembelian supplier
L001091,P015,U003,2026-07-13,Restock,23,1462,1485,Pembelian supplier
L004108,P007,U002,2026-07-13,Penjualan,41,3361,3320,Produk terjual
L002238,P003,U001,2026-07-13,Restock,6,1490,1496,Pembelian supplier
L005784,P001,U001,2026-07-14,Restock,58,3640,3698,Pembelian supplier
L003171,P021,U005,2026-07-14,Restock,27,1777,1804,Pembelian supplier
L005762,P028,U006,2026-07-14,Restock,80,3912,3992,Pembelian supplier
L005062,P013,U003,2026-07-14,Penjualan,42,655,613,Produk terjual
L005318,P027,U006,2026-07-14,Restock,29,1599,1628,Pembelian supplier
L001895,P019,U004,2026-07-14,Penjualan,63,4404,4341,Produk terjual
L004459,P028,U006,2026-07-14,Restock,48,3510,3558,Pembelian supplier
L000006,P008,U002,2026-07-14,Restock,28,1638,1666,Pembelian supplier
L002313,P027,U006,2026-07-14,Penjualan,14,1992,1978,Produk terjual
L000718,P023,U005,2026-07-15,Restock,48,3128,3176,Pembelian supplier
L004763,P009,U002,2026-07-15,Restock,65,3840,3905,Pembelian supplier
L000370,P006,U002,2026-07-15,Retur Supplier,37,1290,1327,Pengembalian supplier
L004059,P020,U004,2026-07-15,Restock,19,1799,1818,Pembelian supplier
L003614,P026,U006,2026-07-15,Penyesuaian,68,3525,3457,Audit stok
L005981,P009,U002,2026-07-15,Restock,3,4433,4436,Pembelian supplier
L000703,P020,U004,2026-07-16,Restock,68,1412,1480,Pembelian supplier
L001069,P030,U006,2026-07-16,Restock,48,1706,1754,Pembelian supplier
L004642,P008,U002,2026-07-16,Restock,51,2463,2514,Pembelian supplier
L004470,P012,U003,2026-07-16,Restock,50,4176,4226,Pembelian supplier
L002613,P028,U006,2026-07-16,Restock,12,2729,2741,Pembelian supplier
L000337,P011,U003,2026-07-16,Penjualan,23,2290,2267,Produk terjual
L003153,P028,U006,2026-07-16,Penjualan,58,3401,3343,Produk terjual
L001679,P014,U003,2026-07-17,Penjualan,15,521,506,Produk terjual
L000372,P020,U004,2026-07-17,Penjualan,9,1285,1276,Produk terjual
L003255,P026,U006,2026-07-17,Restock,73,3338,3411,Pembelian supplier
L004104,P012,U003,2026-07-17,Restock,45,3957,4002,Pembelian supplier
L003161,P015,U003,2026-07-17,Restock,25,1834,1859,Pembelian supplier
L004250,P022,U005,2026-07-17,Restock,20,3361,3381,Pembelian supplier
L001894,P024,U005,2026-07-17,Restock,75,1936,2011,Pembelian supplier
L003354,P002,U001,2026-07-17,Barang Rusak,29,2126,2097,Kerusakan barang
L005381,P004,U001,2026-07-17,Restock,13,1492,1505,Pembelian supplier
L003156,P026,U006,2026-07-17,Restock,74,3129,3203,Pembelian supplier
L002995,P010,U002,2026-07-17,Retur Supplier,50,118,168,Pengembalian supplier
L004066,P016,U004,2026-07-18,Penjualan,54,2649,2595,Produk terjual
L002683,P004,U001,2026-07-18,Restock,74,1260,1334,Pembelian supplier
L001830,P005,U001,2026-07-18,Restock,26,3112,3138,Pembelian supplier
L004893,P012,U003,2026-07-18,Restock,17,4463,4480,Pembelian supplier
L002134,P027,U006,2026-07-18,Penjualan,3,2118,2115,Produk terjual
L002948,P028,U006,2026-07-19,Barang Rusak,37,3332,3295,Kerusakan barang
L002834,P006,U002,2026-07-19,Restock,60,2304,2364,Pembelian supplier
L000784,P012,U003,2026-07-19,Restock,8,2995,3003,Pembelian supplier
L005650,P008,U002,2026-07-19,Penjualan,11,3629,3618,Produk terjual
L005219,P018,U004,2026-07-19,Restock,13,3304,3317,Pembelian supplier
L003508,P028,U006,2026-07-19,Restock,23,3373,3396,Pembelian supplier
L004568,P024,U005,2026-07-20,Restock,76,2064,2140,Pembelian supplier
L004835,P027,U006,2026-07-20,Restock,43,1435,1478,Pembelian supplier
L000952,P004,U001,2026-07-20,Barang Rusak,76,281,205,Kerusakan barang
L004431,P003,U001,2026-07-20,Retur Supplier,41,2452,2493,Pengembalian supplier
L000999,P026,U006,2026-07-20,Retur Supplier,20,2152,2172,Pengembalian supplier
L001075,P021,U005,2026-07-21,Penjualan,1,725,724,Produk terjual
L002012,P012,U003,2026-07-21,Restock,71,3601,3672,Pembelian supplier
L001632,P023,U005,2026-07-21,Restock,39,3214,3253,Pembelian supplier
L000019,P019,U004,2026-07-21,Restock,34,2867,2901,Pembelian supplier
L002560,P027,U006,2026-07-21,Restock,12,1990,2002,Pembelian supplier
L000930,P025,U005,2026-07-21,Restock,56,1617,1673,Pembelian supplier
L004803,P024,U005,2026-07-21,Restock,10,2297,2307,Pembelian supplier
L004012,P018,U004,2026-07-22,Restock,6,3566,3572,Pembelian supplier
L004804,P009,U002,2026-07-22,Penjualan,30,3926,3896,Produk terjual
L002317,P006,U002,2026-07-22,Penjualan,26,2157,2131,Produk terjual
L005959,P028,U006,2026-07-22,Penjualan,59,4036,3977,Produk terjual
L001424,P027,U006,2026-07-22,Restock,18,1749,1767,Pembelian supplier
L001288,P008,U002,2026-07-22,Penjualan,43,1891,1848,Produk terjual
L005507,P029,U006,2026-07-22,Restock,52,4940,4992,Pembelian supplier
L005731,P030,U006,2026-07-22,Restock,27,4123,4150,Pembelian supplier
L004259,P016,U004,2026-07-23,Penjualan,74,2753,2679,Produk terjual
L005939,P021,U005,2026-07-23,Penjualan,70,2846,2776,Produk terjual
L000410,P002,U001,2026-07-23,Penyesuaian,57,969,912,Audit stok
L002232,P019,U004,2026-07-23,Restock,74,4523,4597,Pembelian supplier
L000886,P003,U001,2026-07-23,Restock,22,1143,1165,Pembelian supplier
L001017,P020,U004,2026-07-23,Restock,38,1342,1380,Pembelian supplier
L000275,P005,U001,2026-07-23,Restock,79,2154,2233,Pembelian supplier
L001628,P025,U005,2026-07-24,Penyesuaian,71,2010,1939,Audit stok
L004170,P014,U003,2026-07-24,Restock,44,1359,1403,Pembelian supplier
L002353,P012,U003,2026-07-24,Restock,79,3835,3914,Pembelian supplier
L003991,P015,U003,2026-07-24,Penjualan,28,2062,2034,Produk terjual
L001809,P008,U002,2026-07-24,Penjualan,7,2010,2003,Produk terjual
L003781,P021,U005,2026-07-24,Penjualan,37,1986,1949,Produk terjual
L004621,P029,U006,2026-07-24,Restock,6,4429,4435,Pembelian supplier
L003638,P017,U004,2026-07-24,Restock,77,3256,3333,Pembelian supplier
L000390,P029,U006,2026-07-25,Restock,24,2950,2974,Pembelian supplier
L003052,P012,U003,2026-07-25,Restock,61,3821,3882,Pembelian supplier
L005584,P027,U006,2026-07-25,Restock,52,1924,1976,Pembelian supplier
L002944,P028,U006,2026-07-25,Restock,63,3269,3332,Pembelian supplier
L000571,P023,U005,2026-07-25,Restock,35,3168,3203,Pembelian supplier
L003108,P026,U006,2026-07-25,Retur Supplier,24,3149,3173,Pengembalian supplier
L001563,P021,U005,2026-07-25,Penjualan,69,971,902,Produk terjual
L003844,P002,U001,2026-07-25,Restock,74,2223,2297,Pembelian supplier
L005674,P022,U005,2026-07-26,Retur Supplier,77,4094,4171,Pengembalian supplier
L005567,P019,U004,2026-07-26,Penyesuaian,13,6127,6114,Audit stok
L001201,P012,U003,2026-07-26,Restock,6,3377,3383,Pembelian supplier
L002567,P022,U005,2026-07-26,Penjualan,62,2753,2691,Produk terjual
L004213,P028,U006,2026-07-26,Barang Rusak,53,3391,3338,Kerusakan barang
L001987,P004,U001,2026-07-26,Penjualan,55,932,877,Produk terjual
L005236,P022,U005,2026-07-27,Restock,78,3724,3802,Pembelian supplier
L004339,P024,U005,2026-07-27,Barang Rusak,29,2338,2309,Kerusakan barang
L005343,P024,U005,2026-07-27,Penjualan,1,2004,2003,Produk terjual
L002623,P001,U001,2026-07-27,Restock,37,2912,2949,Pembelian supplier
L004002,P012,U003,2026-07-27,Penjualan,79,4068,3989,Produk terjual
L003836,P011,U003,2026-07-27,Penjualan,12,2539,2527,Produk terjual
L001099,P015,U003,2026-07-28,Penjualan,45,1485,1440,Produk terjual
L003948,P020,U004,2026-07-28,Penyesuaian,18,1840,1822,Audit stok
L003102,P027,U006,2026-07-28,Penjualan,79,1891,1812,Produk terjual
L000677,P007,U002,2026-07-28,Penjualan,35,2687,2652,Produk terjual
L005920,P006,U002,2026-07-28,Penyesuaian,47,3963,3916,Audit stok
L002220,P015,U003,2026-07-28,Restock,19,1628,1647,Pembelian supplier
L002740,P015,U003,2026-07-28,Penjualan,55,1936,1881,Produk terjual
L000212,P013,U003,2026-07-28,Penjualan,75,704,629,Produk terjual
L002791,P024,U005,2026-07-28,Restock,46,1903,1949,Pembelian supplier
L002235,P024,U005,2026-07-28,Restock,67,1926,1993,Pembelian supplier
L003684,P029,U006,2026-07-29,Restock,50,4269,4319,Pembelian supplier
L005211,P003,U001,2026-07-29,Restock,32,2563,2595,Pembelian supplier
L003999,P025,U005,2026-07-29,Restock,29,2178,2207,Pembelian supplier
L002489,P030,U006,2026-07-29,Penjualan,5,2137,2132,Produk terjual
L000159,P023,U005,2026-07-29,Restock,71,2945,3016,Pembelian supplier
L002064,P001,U001,2026-07-29,Restock,67,2788,2855,Pembelian supplier
L004801,P010,U002,2026-07-29,Restock,60,720,780,Pembelian supplier
L003627,P021,U005,2026-07-29,Restock,18,1990,2008,Pembelian supplier
L002182,P027,U006,2026-07-29,Penjualan,63,2115,2052,Produk terjual
L001655,P027,U006,2026-07-29,Penjualan,53,1747,1694,Produk terjual
L004595,P029,U006,2026-07-30,Restock,23,4406,4429,Pembelian supplier
L000106,P004,U001,2026-07-30,Barang Rusak,74,628,554,Kerusakan barang
L005571,P018,U004,2026-07-30,Restock,33,3646,3679,Pembelian supplier
L002813,P030,U006,2026-07-30,Restock,59,2189,2248,Pembelian supplier
L000689,P026,U006,2026-07-30,Restock,44,2080,2124,Pembelian supplier
L005751,P012,U003,2026-07-31,Penjualan,35,4967,4932,Produk terjual
L001293,P021,U005,2026-07-31,Restock,41,793,834,Pembelian supplier
L000408,P027,U006,2026-07-31,Penjualan,37,1676,1639,Produk terjual
L000486,P019,U004,2026-07-31,Penjualan,26,3537,3511,Produk terjual
L001447,P028,U006,2026-08-01,Restock,34,2048,2082,Pembelian supplier
L005770,P024,U005,2026-08-01,Restock,18,2092,2110,Pembelian supplier
L001498,P016,U004,2026-08-01,Penjualan,80,1741,1661,Produk terjual
L005854,P021,U005,2026-08-01,Barang Rusak,14,2731,2717,Kerusakan barang
L004807,P025,U005,2026-08-02,Penjualan,70,2590,2520,Produk terjual
L002076,P009,U002,2026-08-02,Restock,24,3333,3357,Pembelian supplier
L001076,P017,U004,2026-08-02,Penyesuaian,41,1573,1532,Audit stok
L005935,P026,U006,2026-08-02,Kadaluarsa,71,3379,3308,Melewati masa jual
L003838,P022,U005,2026-08-02,Penjualan,45,3259,3214,Produk terjual
L004789,P013,U003,2026-08-02,Penjualan,6,525,519,Produk terjual
L002015,P016,U004,2026-08-02,Restock,27,1867,1894,Pembelian supplier
L002217,P017,U004,2026-08-02,Penjualan,18,2421,2403,Produk terjual
L002855,P019,U004,2026-08-03,Restock,35,4749,4784,Pembelian supplier
L003795,P016,U004,2026-08-03,Restock,21,2566,2587,Pembelian supplier
L001361,P021,U005,2026-08-03,Restock,74,872,946,Pembelian supplier
L001132,P009,U002,2026-08-03,Restock,19,3161,3180,Pembelian supplier
L004096,P027,U006,2026-08-03,Penyesuaian,52,1656,1604,Audit stok
L003040,P025,U005,2026-08-03,Restock,29,1880,1909,Pembelian supplier
L005828,P007,U002,2026-08-03,Restock,64,3589,3653,Pembelian supplier
L000987,P024,U005,2026-08-04,Restock,45,1213,1258,Pembelian supplier
L001469,P020,U004,2026-08-04,Restock,15,1422,1437,Pembelian supplier
L005868,P023,U005,2026-08-04,Restock,4,3352,3356,Pembelian supplier
L004965,P014,U003,2026-08-04,Penjualan,73,1613,1540,Produk terjual
L001308,P025,U005,2026-08-04,Barang Rusak,5,2010,2005,Kerusakan barang
L005876,P030,U006,2026-08-04,Restock,36,4293,4329,Pembelian supplier
L005162,P023,U005,2026-08-04,Penjualan,66,3427,3361,Produk terjual
L003495,P022,U005,2026-08-04,Barang Rusak,25,3056,3031,Kerusakan barang
L001692,P019,U004,2026-08-05,Penjualan,66,4251,4185,Produk terjual
L004229,P020,U004,2026-08-05,Restock,14,2046,2060,Pembelian supplier
L001029,P011,U003,2026-08-05,Penyesuaian,10,1950,1940,Audit stok
L002596,P011,U003,2026-08-05,Restock,24,2366,2390,Pembelian supplier
L002136,P022,U005,2026-08-05,Penjualan,23,2716,2693,Produk terjual
L002242,P016,U004,2026-08-05,Restock,39,2137,2176,Pembelian supplier
L004870,P030,U006,2026-08-05,Restock,65,3464,3529,Pembelian supplier
L002466,P029,U006,2026-08-06,Penjualan,28,3430,3402,Produk terjual
L004986,P010,U002,2026-08-06,Restock,14,716,730,Pembelian supplier
L002236,P021,U005,2026-08-06,Retur Supplier,27,1286,1313,Pengembalian supplier
L003600,P027,U006,2026-08-06,Penjualan,53,2052,1999,Produk terjual
L004302,P028,U006,2026-08-06,Restock,40,3399,3439,Pembelian supplier
L003798,P019,U004,2026-08-06,Penyesuaian,42,5502,5460,Audit stok
L000610,P014,U003,2026-08-06,Penjualan,32,599,567,Produk terjual
L003565,P013,U003,2026-08-06,Restock,23,478,501,Pembelian supplier
L001328,P004,U001,2026-08-06,Penjualan,70,486,416,Produk terjual
L004915,P011,U003,2026-08-06,Penjualan,14,2811,2797,Produk terjual
L005543,P019,U004,2026-08-06,Penjualan,47,6174,6127,Produk terjual
L003248,P008,U002,2026-08-06,Restock,63,1956,2019,Pembelian supplier
L005110,P026,U006,2026-08-06,Penjualan,2,3395,3393,Produk terjual
L000888,P009,U002,2026-08-06,Restock,55,3077,3132,Pembelian supplier
L004403,P025,U005,2026-08-06,Retur Supplier,70,2413,2483,Pengembalian supplier
L001804,P009,U002,2026-08-07,Restock,6,3268,3274,Pembelian supplier
L003621,P020,U004,2026-08-07,Restock,72,1736,1808,Pembelian supplier
L005259,P006,U002,2026-08-07,Restock,32,3806,3838,Pembelian supplier
L003887,P020,U004,2026-08-07,Kadaluarsa,36,1829,1793,Melewati masa jual
L001948,P028,U006,2026-08-07,Restock,42,2236,2278,Pembelian supplier
L001792,P028,U006,2026-08-07,Penyesuaian,73,2356,2283,Audit stok
L004765,P001,U001,2026-08-07,Penjualan,24,2962,2938,Produk terjual
L001000,P003,U001,2026-08-07,Restock,12,1187,1199,Pembelian supplier
L003389,P029,U006,2026-08-07,Restock,60,4121,4181,Pembelian supplier
L001489,P017,U004,2026-08-08,Restock,50,1860,1910,Pembelian supplier
L001456,P006,U002,2026-08-08,Restock,58,1684,1742,Pembelian supplier
L000182,P026,U006,2026-08-08,Kadaluarsa,30,1840,1810,Melewati masa jual
L000602,P008,U002,2026-08-08,Restock,39,1656,1695,Pembelian supplier
L003504,P028,U006,2026-08-08,Restock,76,3297,3373,Pembelian supplier
L004798,P007,U002,2026-08-08,Kadaluarsa,2,3666,3664,Melewati masa jual
L005223,P023,U005,2026-08-08,Restock,49,3361,3410,Pembelian supplier
L002799,P029,U006,2026-08-08,Restock,57,3648,3705,Pembelian supplier
L001790,P004,U001,2026-08-09,Penjualan,35,793,758,Produk terjual
L001290,P022,U005,2026-08-09,Restock,40,2652,2692,Pembelian supplier
L002413,P030,U006,2026-08-09,Penyesuaian,34,2217,2183,Audit stok
L004140,P023,U005,2026-08-09,Penjualan,3,3467,3464,Produk terjual
L003719,P024,U005,2026-08-09,Penjualan,60,2309,2249,Produk terjual
L003363,P010,U002,2026-08-10,Restock,57,334,391,Pembelian supplier
L002481,P029,U006,2026-08-10,Restock,46,3464,3510,Pembelian supplier
L000412,P023,U005,2026-08-10,Restock,21,3137,3158,Pembelian supplier
L004224,P027,U006,2026-08-10,Restock,45,1515,1560,Pembelian supplier
L000964,P023,U005,2026-08-10,Penyesuaian,15,2946,2931,Audit stok
L004535,P003,U001,2026-08-11,Restock,66,2602,2668,Pembelian supplier
L002145,P008,U002,2026-08-11,Retur Supplier,45,1877,1922,Pengembalian supplier
L003888,P017,U004,2026-08-11,Barang Rusak,19,3533,3514,Kerusakan barang
L000218,P017,U004,2026-08-11,Penjualan,5,1274,1269,Produk terjual
L003212,P016,U004,2026-08-11,Kadaluarsa,44,2466,2422,Melewati masa jual
L000942,P028,U006,2026-08-11,Restock,7,2126,2133,Pembelian supplier
L005073,P001,U001,2026-08-11,Restock,75,3126,3201,Pembelian supplier
L005203,P002,U001,2026-08-11,Penjualan,60,2482,2422,Produk terjual
L004816,P028,U006,2026-08-11,Penjualan,1,3702,3701,Produk terjual
L005392,P016,U004,2026-08-12,Restock,13,3092,3105,Pembelian supplier
L003864,P011,U003,2026-08-12,Restock,9,2527,2536,Pembelian supplier
L002552,P003,U001,2026-08-12,Restock,52,1462,1514,Pembelian supplier
L005103,P030,U006,2026-08-12,Restock,57,3608,3665,Pembelian supplier
L005998,P015,U003,2026-08-12,Restock,55,2477,2532,Pembelian supplier
L001044,P025,U005,2026-08-12,Restock,49,1666,1715,Pembelian supplier
L004699,P017,U004,2026-08-13,Penyesuaian,44,3808,3764,Audit stok
L003473,P016,U004,2026-08-13,Restock,14,2488,2502,Pembelian supplier
L002502,P007,U002,2026-08-13,Restock,17,3346,3363,Pembelian supplier
L005217,P014,U003,2026-08-13,Penjualan,24,1311,1287,Produk terjual
L005140,P017,U004,2026-08-13,Restock,43,3914,3957,Pembelian supplier
L002070,P028,U006,2026-08-13,Restock,1,2435,2436,Pembelian supplier
L005053,P008,U002,2026-08-13,Restock,13,2813,2826,Pembelian supplier
L005996,P015,U003,2026-08-14,Restock,70,2407,2477,Pembelian supplier
L002689,P021,U005,2026-08-14,Restock,24,1453,1477,Pembelian supplier
L001956,P003,U001,2026-08-14,Restock,57,1316,1373,Pembelian supplier
L005254,P030,U006,2026-08-14,Restock,50,3825,3875,Pembelian supplier
L004599,P008,U002,2026-08-14,Penjualan,46,2552,2506,Produk terjual
L004364,P016,U004,2026-08-14,Restock,25,2895,2920,Pembelian supplier
L005452,P024,U005,2026-08-14,Restock,1,2004,2005,Pembelian supplier
L004771,P019,U004,2026-08-14,Penyesuaian,34,5824,5790,Audit stok
L005653,P022,U005,2026-08-14,Restock,46,3825,3871,Pembelian supplier
L005951,P021,U005,2026-08-14,Restock,73,2776,2849,Pembelian supplier
L004593,P005,U001,2026-08-14,Restock,13,3609,3622,Pembelian supplier
L003709,P005,U001,2026-08-14,Retur Supplier,48,3389,3437,Pengembalian supplier
L000111,P020,U004,2026-08-15,Penjualan,77,1210,1133,Produk terjual
L002290,P005,U001,2026-08-15,Penjualan,8,3160,3152,Produk terjual
L001910,P019,U004,2026-08-15,Restock,42,4341,4383,Pembelian supplier
L005380,P011,U003,2026-08-16,Restock,70,2874,2944,Pembelian supplier
L002084,P029,U006,2026-08-16,Restock,52,3185,3237,Pembelian supplier
L002271,P008,U002,2026-08-16,Penjualan,65,2027,1962,Produk terjual
L004672,P009,U002,2026-08-16,Restock,17,3869,3886,Pembelian supplier
L005385,P027,U006,2026-08-16,Restock,50,1646,1696,Pembelian supplier
L002719,P007,U002,2026-08-16,Restock,6,3332,3338,Pembelian supplier
L002050,P009,U002,2026-08-16,Penjualan,4,3337,3333,Produk terjual
L002636,P030,U006,2026-08-16,Restock,49,2231,2280,Pembelian supplier
L000812,P024,U005,2026-08-17,Restock,7,1116,1123,Pembelian supplier
L002979,P020,U004,2026-08-17,Restock,29,1378,1407,Pembelian supplier
L001814,P027,U006,2026-08-17,Restock,51,1879,1930,Pembelian supplier
L005557,P012,U003,2026-08-17,Restock,18,4820,4838,Pembelian supplier
L005283,P005,U001,2026-08-18,Restock,29,3523,3552,Pembelian supplier
L003903,P014,U003,2026-08-18,Restock,9,1319,1328,Pembelian supplier
L005135,P006,U002,2026-08-18,Restock,45,3512,3557,Pembelian supplier
L001648,P006,U002,2026-08-18,Restock,46,1824,1870,Pembelian supplier
L004606,P021,U005,2026-08-18,Restock,76,2345,2421,Pembelian supplier
L005895,P011,U003,2026-08-18,Restock,35,3062,3097,Pembelian supplier
L002988,P001,U001,2026-08-19,Restock,13,2860,2873,Pembelian supplier
L001380,P016,U004,2026-08-19,Restock,20,1635,1655,Pembelian supplier
L000245,P014,U003,2026-08-19,Restock,26,519,545,Pembelian supplier
L001451,P007,U002,2026-08-19,Restock,74,2953,3027,Pembelian supplier
L005124,P026,U006,2026-08-19,Retur Supplier,41,3393,3434,Pengembalian supplier
L004097,P017,U004,2026-08-19,Penjualan,18,3657,3639,Produk terjual
L000567,P024,U005,2026-08-19,Restock,3,900,903,Pembelian supplier
L001150,P015,U003,2026-08-19,Penjualan,58,1553,1495,Produk terjual
L002300,P014,U003,2026-08-19,Restock,46,848,894,Pembelian supplier
L001778,P006,U002,2026-08-19,Restock,20,1903,1923,Pembelian supplier
L004677,P009,U002,2026-08-19,Penjualan,46,3886,3840,Produk terjual
L002248,P022,U005,2026-08-20,Penjualan,46,2815,2769,Produk terjual
L001393,P029,U006,2026-08-20,Restock,29,3250,3279,Pembelian supplier
L005221,P030,U006,2026-08-20,Restock,72,3732,3804,Pembelian supplier
L003963,P016,U004,2026-08-20,Penjualan,38,2628,2590,Produk terjual
